gml_id;dist_m;x;y
idf836d928-88a3-42a2-af6e-caf19f89f18a;299,6708993;659183,722;7673508,976
idf85f94a9-289e-486c-b554-490899559025;50,58594865;664286;7643474
idf879c843-4ed6-49f3-8188-055707ba1b8e;25,09680162;653373;7671442
idf8d84456-cfcb-4b67-a73b-93ab16b1ed35;21,79137882;672705,982;7661777,303
idf8e71088-0a95-4e89-8d7e-9a6799486010;15,68628393;648000,08;7667471,27
idf92f75b7-af12-418c-afa9-47038c515b54;1698,550194;652637,3;7665135,85
idf9d67e2b-76e0-4e81-aea3-b214c9f890eb;22,56009198;642101;7667704
idf9e79f9e-8b92-417b-84b0-4d791f1fd054;1459,058598;655292,939;7664832,286
idfa168d12-6218-4986-a2a2-858ae75794d2;1634,460391;657026,715;7665219,342
idfa37cdac-a2c8-45cf-a8bb-98d6d8a2ee2b;30,51561059;658018;7663584
idfb20ebe7-917f-49d3-87ec-f6c19efc284f;1237,494971;631897;7676411
idfb2e8223-aba7-455c-b947-e548c21ae1b2;441,1385756;633184,4;7676536,52
idfb6663c0-e2a6-464e-890f-421e60bb9b66;12,31872533;648264,77;7667826,52
idfbd93eee-c3fd-4427-9c06-df915d2a9542;12,57569146;645742;7688365
idfbf16ea9-1d2f-4b4c-8851-6577e98cf840;11,28743294;648130;7667360
idfc4939eb-6d43-4280-867c-c6a7ef9a2752;63,75159063;647964,623;7667851,501
idfc7caa0d-af78-40c8-ada6-f9a4f23ace27;28,42200652;680318,64;7663874,33
idfcbba868-e4db-43c3-8331-39a43ea2a604;49,66222636;645303;7687363
idfcbc3ead-7640-430e-9fda-b936d81a22a8;15,58948982;648212,182;7667380,673
idfd329b06-559e-4880-bfc4-96034473ef2b;17,34336551;647863,058;7667797,26
idfd333a78-2133-463b-9967-38c91c62e2af;22,7338598;647830;7667827
idfd407b74-3a2d-4ca8-8e2b-3ca03622bf17;10,40200154;665454,48;7659597,55
idfe3fc6be-6280-46fe-a6f5-32da0ed4d94f;548,1634517;658822,347;7663481,263
idfe526a39-a507-4dcb-be62-a53490737eee;66,4080709;673093;7662489
idff24699a-de42-41ee-a2a3-0ba8f0476517;185,3818284;663846,776;7644319,275
idffe94c9a-7d4d-4ab6-ad39-95238373fcb4;18,01140084;647942,503;7667491,677
